Question,Answer
뉴캐슬의 유로파리그 우승 기록 알려줘,뉴캐슬의 유로파리그 우승은 없습니다.
뉴캐슬의 유로파리그 우승 기록이 어떻게 돼,뉴캐슬의 유로파리그 우승은 없습니다.
뉴캐슬는 챔피언스리그에서 몇 번 우승했어?,뉴캐슬의 챔피언리그 우승은 없습니다
뉴캐슬 챔피언스리그 우승횟수,뉴캐슬의 챔피언리그 우승은 없습니다
뉴캐슬의 챔피언스리그 우승 기록 알려줘,뉴캐슬의 챔피언리그 우승은 없습니다
뉴캐슬의 챔피언스리그 우승 기록이 어떻게 돼,뉴캐슬의 챔피언리그 우승은 없습니다
뉴캐슬 역대 베스트 일레븐을 알려줘,"뉴캐슬 역대 베스트 11입니다.

골키퍼: 셰이 기븐(Shay GIven)
수비수: 빌 맥크라켄(Bill Mccracken), 바비 몬커(Bobby Moncur), 프랭크 허즈페스(Frank Hudspeth)
미드필더: 조 하비(Joe Harvey), 개리 스피드(Gary Speed), 놀베르토 솔라노(Nolberto Solano), 재키 밀번(Jacky Milburn), 피터 비어즐리(Peter Beardsley), 바비 미첼(Bobby Mitchell)
공격수: 앨런 시어러(Alan Shearer)"
뉴캐슬 역대 베스트 11을 알려줘,"아스톤빌라 역대 베스트 11입니다.

골키퍼: 셰이 기븐(Shay GIven)
수비수: 빌 맥크라켄(Bill Mccracken), 바비 몬커(Bobby Moncur), 프랭크 허즈페스(Frank Hudspeth)
미드필더: 조 하비(Joe Harvey), 개리 스피드(Gary Speed), 놀베르토 솔라노(Nolberto Solano), 재키 밀번(Jacky Milburn), 피터 비어즐리(Peter Beardsley), 바비 미첼(Bobby Mitchell)
공격수: 앨런 시어러(Alan Shearer)"
뉴캐슬 베스트 11을 알려줘,"아스톤빌라 역대 베스트 11입니다.

골키퍼: 셰이 기븐(Shay GIven)
수비수: 빌 맥크라켄(Bill Mccracken), 바비 몬커(Bobby Moncur), 프랭크 허즈페스(Frank Hudspeth)
미드필더: 조 하비(Joe Harvey), 개리 스피드(Gary Speed), 놀베르토 솔라노(Nolberto Solano), 재키 밀번(Jacky Milburn), 피터 비어즐리(Peter Beardsley), 바비 미첼(Bobby Mitchell)
공격수: 앨런 시어러(Alan Shearer)"
뉴캐슬 베스트 일레븐을 알려줘,"아스톤빌라 역대 베스트 11입니다.

골키퍼: 셰이 기븐(Shay GIven)
수비수: 빌 맥크라켄(Bill Mccracken), 바비 몬커(Bobby Moncur), 프랭크 허즈페스(Frank Hudspeth)
미드필더: 조 하비(Joe Harvey), 개리 스피드(Gary Speed), 놀베르토 솔라노(Nolberto Solano), 재키 밀번(Jacky Milburn), 피터 비어즐리(Peter Beardsley), 바비 미첼(Bobby Mitchell)
공격수: 앨런 시어러(Alan Shearer)"
뉴캐슬 역대 감독을 알려줘,"뉴캐슬 유나이티드(Newcastle United)의 역대 감독 중 일부를 소개드리겠습니다. 이는 클럽의 역사적인 감독들로, 중요한 역할을 한 인물들입니다:
Joe Harvey: 1962년부터 1975년, 그리고 1980년부터 1982년까지 뉴캐슬 유나이티드를 이끌었습니다. 그는 FA컵을 2회 우승하였으며, 클럽 역사상 성공적인 시기를 이끈 주요 인물로 평가받습니다.
Kevin Keegan: 1992년부터 1997년까지 뉴캐슬 유나이티드의 감독을 맡았으며, 그는 ""Entertainers""라 불리는 팀을 이끌며 클럽을 잉글랜드 프리미어리그에서 높은 위치로 이끌었습니다.
Sir Bobby Robson: 1999년부터 2004년까지 뉴캐슬 유나이티드의 감독을 맡았습니다. 그는 UEFA 챔피언스리그와 UEFA 컵 경쟁에서 팀을 이끌었으며, 클럽과 잉글랜드 축구에 큰 기여를 한 인물입니다.
Rafael Benítez: 2016년부터 2019년까지 뉴캐슬 유나이티드의 감독이었습니다. 그는 클럽을 잉글랜드 프리미어리그에서 안정시키고 UEFA 유로파리그 출전 기회를 제공하는 데 기여하였습니다."
뉴캐슬 역대 감독,"뉴캐슬 유나이티드(Newcastle United)의 역대 감독 중 일부를 소개드리겠습니다. 이는 클럽의 역사적인 감독들로, 중요한 역할을 한 인물들입니다:
Joe Harvey: 1962년부터 1975년, 그리고 1980년부터 1982년까지 뉴캐슬 유나이티드를 이끌었습니다. 그는 FA컵을 2회 우승하였으며, 클럽 역사상 성공적인 시기를 이끈 주요 인물로 평가받습니다.
Kevin Keegan: 1992년부터 1997년까지 뉴캐슬 유나이티드의 감독을 맡았으며, 그는 ""Entertainers""라 불리는 팀을 이끌며 클럽을 잉글랜드 프리미어리그에서 높은 위치로 이끌었습니다.
Sir Bobby Robson: 1999년부터 2004년까지 뉴캐슬 유나이티드의 감독을 맡았습니다. 그는 UEFA 챔피언스리그와 UEFA 컵 경쟁에서 팀을 이끌었으며, 클럽과 잉글랜드 축구에 큰 기여를 한 인물입니다.
Rafael Benítez: 2016년부터 2019년까지 뉴캐슬 유나이티드의 감독이었습니다. 그는 클럽을 잉글랜드 프리미어리그에서 안정시키고 UEFA 유로파리그 출전 기회를 제공하는 데 기여하였습니다."
뉴캐슬 감독은 누구였어,"뉴캐슬 유나이티드(Newcastle United)의 역대 감독 중 일부를 소개드리겠습니다. 이는 클럽의 역사적인 감독들로, 중요한 역할을 한 인물들입니다:
Joe Harvey: 1962년부터 1975년, 그리고 1980년부터 1982년까지 뉴캐슬 유나이티드를 이끌었습니다. 그는 FA컵을 2회 우승하였으며, 클럽 역사상 성공적인 시기를 이끈 주요 인물로 평가받습니다.
Kevin Keegan: 1992년부터 1997년까지 뉴캐슬 유나이티드의 감독을 맡았으며, 그는 ""Entertainers""라 불리는 팀을 이끌며 클럽을 잉글랜드 프리미어리그에서 높은 위치로 이끌었습니다.
Sir Bobby Robson: 1999년부터 2004년까지 뉴캐슬 유나이티드의 감독을 맡았습니다. 그는 UEFA 챔피언스리그와 UEFA 컵 경쟁에서 팀을 이끌었으며, 클럽과 잉글랜드 축구에 큰 기여를 한 인물입니다.
Rafael Benítez: 2016년부터 2019년까지 뉴캐슬 유나이티드의 감독이었습니다. 그는 클럽을 잉글랜드 프리미어리그에서 안정시키고 UEFA 유로파리그 출전 기회를 제공하는 데 기여하였습니다."
브라이튼의 정식명칭은 뭐야?,브라이튼의 정식명칭은 Brighton & Hove Albion Football Club 입니다.
브라이튼의 이름이 뭐야?,브라이튼의 정식명칭은 Brighton & Hove Albion Football Club 입니다.
브라이튼의 영어이름은 뭐야?,브라이튼의 정식명칭은 Brighton & Hove Albion Football Club 입니다.
브라이튼의 약칭은 뭐야?,브라이튼의 약칭은 BHA입니다.
브라이튼을 줄여 말하면,브라이튼의 약칭은 BHA입니다.
브라이튼의 별칭은 뭐야?,"브라이튼의 별칭은 The Seagulls (갈매기), Albion (알비온)입니다."
브라이튼의 별명은 뭐야?,"브라이튼의 별칭은 The Seagulls (갈매기), Albion (알비온)입니다."
브라이튼의 창단일은 언제야?,브라이튼의 창단일은 1901년 6월 24일 입니다.
브라이튼는 언제 만들어졌어?,브라이튼의 창단일은 1901년 6월 24일 입니다.
브라이튼의 홈구장은 어디야?,브라이튼의 홈구장은 아메리칸 익스프레스 스타디움(American Express Stadium)입니다.
브라이튼의 연고지는 어디야?,영국 잉글랜드 남동부 이스트서식스 주 브라이튼 앤 호브 보로에 연고지를 둔 프로축구 구단입니다.
브라이튼은 어디있어?,영국 잉글랜드 남동부 이스트서식스 주 브라이튼 앤 호브 보로에 연고지를 둔 프로축구 구단입니다.
브라이튼의 라이벌은 누구야?,브라이튼의 라이벌은 크리스탈 팰리스 FC입니다.
브라이튼의 라이벌은 어디야?,브라이튼의 라이벌은 크리스탈 팰리스 FC입니다.
브라이튼의 창립자는 누구야?,"브라이튼 앤 호브 알비온 FC(Brighton & Hove Albion FC)는 1901년에 창립되었습니다. 이 클럽의 창립자는 존 잭슨(John Jackson)입니다. 존 잭슨은 지역 축구 클럽들이 합쳐져 더 강력한 팀을 만들 수 있다고 믿었고, 이를 통해 브라이튼 앤 호브 알비온이 탄생하게 되었습니다."
브라이튼를 만든 사람은 누구야?,"브라이튼 앤 호브 알비온 FC(Brighton & Hove Albion FC)는 1901년에 창립되었습니다. 이 클럽의 창립자는 존 잭슨(John Jackson)입니다. 존 잭슨은 지역 축구 클럽들이 합쳐져 더 강력한 팀을 만들 수 있다고 믿었고, 이를 통해 브라이튼 앤 호브 알비온이 탄생하게 되었습니다."
브라이튼의 구단주는 누구야?,브라이튼의 구단주는 토니 블룸(Tony Bloom)입니다.
브라이튼의 회장은 누구야?,브라이튼의 회장은 토니 블룸(Tony Bloom)입니다.
브라이튼의 단장은 누구야?,브라이튼의 단장은 데이비드 위어 (David Weir)입니다.
브라이튼의 감독은 누구야?,브라이튼의 감독은 파비안 휘르첼러 (Fabian Hürzeler)입니다.
브라이튼의 주장은 누구야?,브라이튼의 주장은 루이스 덩크 (Lewis Dunk)입니다.
브라이튼의 선수목록을 알려줘,"브라이튼의 선수목록입니다.
1.바르트 페르브뤼헌(Bart Verbruggen)
2.타리크 램프티(Tariq Lamptey)
3.이고르 줄리우(Igor Julio)
4.아담 웹스터(Adam Webster)
5.루이스 덩크(Lewis Dunk)
6.제임스 밀너(James Milner)
7.솔리 마치(Solly March)
8.마흐무드 다후드(Mahmoud Dahoud)
9.주앙 페드루(João Pedro)
10.훌리오 엔시소(Julio Enciso)
11.빌리 길모어(Billy Gilmour)
13.파스칼 그로스(Pascal Groß)
15.야쿠프 모데르(Yakub Moder)
16.키엘 스헤르펀(Kjell Scherpen)
18.대니 웰벡(Danny Welbeck)
19.예레미 사르미엔토(Jeremy Sarmiento)
20.카를로스 발레바(Carlos Baleba)
21.데니스 운다브(Deniz Undav)
22.미토마 카오루(Kaoru Mitoma)
23.제이슨 스틸(Jason Steele)
24.시몬 아딩그라(Simon Adingra)
26.야신 아야리(Yasin Ayari)
28.에반 퍼거슨(Evan Ferguson)
29.얀 폴 반 헤케(Jan Paul van Hecke)
30.페르비스 에스투피냔(Pervis Estupiñán)
34.요엘 펠트만(Joël Veltman)
38.톰 맥길(Tom McGill)
40.파쿤도 부오나노테(Facundo Buonanotte)
41.잭 힌셜우드(Jack Hinshelwood)"
브라이튼 선수목록,"브라이튼의 선수목록입니다.
1.바르트 페르브뤼헌(Bart Verbruggen)
2.타리크 램프티(Tariq Lamptey)
3.이고르 줄리우(Igor Julio)
4.아담 웹스터(Adam Webster)
5.루이스 덩크(Lewis Dunk)
6.제임스 밀너(James Milner)
7.솔리 마치(Solly March)
8.마흐무드 다후드(Mahmoud Dahoud)
9.주앙 페드루(João Pedro)
10.훌리오 엔시소(Julio Enciso)
11.빌리 길모어(Billy Gilmour)
13.파스칼 그로스(Pascal Groß)
15.야쿠프 모데르(Yakub Moder)
16.키엘 스헤르펀(Kjell Scherpen)
18.대니 웰벡(Danny Welbeck)
19.예레미 사르미엔토(Jeremy Sarmiento)
20.카를로스 발레바(Carlos Baleba)
21.데니스 운다브(Deniz Undav)
22.미토마 카오루(Kaoru Mitoma)
23.제이슨 스틸(Jason Steele)
24.시몬 아딩그라(Simon Adingra)
26.야신 아야리(Yasin Ayari)
28.에반 퍼거슨(Evan Ferguson)
29.얀 폴 반 헤케(Jan Paul van Hecke)
30.페르비스 에스투피냔(Pervis Estupiñán)
34.요엘 펠트만(Joël Veltman)
38.톰 맥길(Tom McGill)
40.파쿤도 부오나노테(Facundo Buonanotte)
41.잭 힌셜우드(Jack Hinshelwood)"
브라이튼의 1번,브라이튼의 1번은 바르트 페르브뤼헌(Bart Verbruggen)입니다.
브라이튼의 1번은 누구야,브라이튼의 1번은 바르트 페르브뤼헌(Bart Verbruggen)입니다.
브라이튼의 2번,브라이튼의 2번은 타리크 램프티(Tariq Lamptey)입니다.
브라이튼의 2번은 누구야,브라이튼의 2번은 타리크 램프티(Tariq Lamptey)입니다.
브라이튼의 3번,브라이튼의 3번은 이고르 줄리우(Igor Julio)입니다.
브라이튼의 3번은 누구야,브라이튼의 3번은 이고르 줄리우(Igor Julio)입니다.
브라이튼의 4번,브라이튼의 4번은 아담 웹스터(Adam Webster)입니다.
브라이튼의 4번은 누구야,브라이튼의 4번은 아담 웹스터(Adam Webster)입니다.
브라이튼의 5번,브라이튼의 5번은 루이스 덩크(Lewis Dunk)입니다.
브라이튼의 5번은 누구야,브라이튼의 5번은 루이스 덩크(Lewis Dunk)입니다.
브라이튼의 6번,브라이튼의 6번은 제임스 밀너(James Milner)입니다.
브라이튼의 6번은 누구야,브라이튼의 6번은 제임스 밀너(James Milner)입니다.
브라이튼의 7번,브라이튼의 7번은 솔리 마치(Solly March)입니다.
브라이튼의 7번은 누구야,브라이튼의 7번은 솔리 마치(Solly March)입니다.
브라이튼의 8번,브라이튼의 8번은 마흐무드 다후드(Mahmoud Dahoud)입니다.
브라이튼의 8번은 누구야,브라이튼의 8번은 마흐무드 다후드(Mahmoud Dahoud)입니다.
브라이튼의 9번,브라이튼의 9번은 주앙 페드루(João Pedro)입니다.
브라이튼의 9번은 누구야,브라이튼의 9번은 주앙 페드루(João Pedro)입니다.
브라이튼의 10번,브라이튼의 10번은 훌리오 엔시소(Julio Enciso)입니다.
브라이튼의 10번은 누구야,브라이튼의 10번은 훌리오 엔시소(Julio Enciso)입니다.
브라이튼의 11번,브라이튼의 11번은 빌리 길모어(Billy Gilmour)입니다.
브라이튼의 11번은 누구야,브라이튼의 11번은 빌리 길모어(Billy Gilmour)입니다.
브라이튼의 13번,브라이튼의 13번은 파스칼 그로스(Pascal Groß)입니다.
브라이튼의 13번은 누구야,브라이튼의 13번은 파스칼 그로스(Pascal Groß)입니다.
브라이튼의 15번,브라이튼의 15번은 야쿠프 모데르(Yakub Moder)입니다.
브라이튼의 15번은 누구야,브라이튼의 15번은 야쿠프 모데르(Yakub Moder)입니다.
브라이튼의 16번,브라이튼의 16번은 키엘 스헤르펀(Kjell Scherpen)입니다.
브라이튼의 16번은 누구야,브라이튼의 16번은 키엘 스헤르펀(Kjell Scherpen)입니다.
브라이튼의 18번,브라이튼의 18번은 대니 웰벡(Danny Welbeck)입니다.
브라이튼의 18번은 누구야,브라이튼의 18번은 대니 웰벡(Danny Welbeck)입니다.
브라이튼의 19번,브라이튼의 19번은 예레미 사르미엔토(Jeremy Sarmiento)입니다.
브라이튼의 19번은 누구야,브라이튼의 19번은 예레미 사르미엔토(Jeremy Sarmiento)입니다.
브라이튼의 20번,브라이튼의 20번은 카를로스 발레바(Carlos Baleba)입니다.
브라이튼의 20번은 누구야,브라이튼의 20번은 카를로스 발레바(Carlos Baleba)입니다.
브라이튼의 21번,브라이튼의 21번은 데니스 운다브(Deniz Undav)입니다.
브라이튼의 21번은 누구야,브라이튼의 21번은 데니스 운다브(Deniz Undav)입니다.
브라이튼의 22번,브라이튼의 22번은 미토마 카오루(Kaoru Mitoma)입니다.
브라이튼의 22번은 누구야,브라이튼의 22번은 미토마 카오루(Kaoru Mitoma)입니다.
브라이튼의 23번,브라이튼의 23번은 제이슨 스틸(Jason Steele)입니다.
브라이튼의 23번은 누구야,브라이튼의 23번은 제이슨 스틸(Jason Steele)입니다.
브라이튼의 24번,브라이튼의 24번은 시몬 아딩그라(Simon Adingra)입니다.
브라이튼의 24번은 누구야,브라이튼의 24번은 시몬 아딩그라(Simon Adingra)입니다.
브라이튼의 26번,브라이튼의 26번은 야신 아야리(Yasin Ayari)입니다.
브라이튼의 26번은 누구야,브라이튼의 26번은 야신 아야리(Yasin Ayari)입니다.
브라이튼의 28번,브라이튼의 28번은 에반 퍼거슨(Evan Ferguson)입니다.
브라이튼의 28번은 누구야,브라이튼의 28번은 에반 퍼거슨(Evan Ferguson)입니다.
브라이튼의 29번,브라이튼의 29번은 얀 폴 반 헤케(Jan Paul van Hecke)입니다.
브라이튼의 29번은 누구야,브라이튼의 29번은 얀 폴 반 헤케(Jan Paul van Hecke)입니다.
브라이튼의 30번,브라이튼의 30번은 페르비스 에스투피냔(Pervis Estupiñán)입니다.
브라이튼의 30번은 누구야,브라이튼의 30번은 페르비스 에스투피냔(Pervis Estupiñán)입니다.
브라이튼의 34번,브라이튼의 34번은 요엘 펠트만(Joël Veltman)입니다.
브라이튼의 34번은 누구야,브라이튼의 34번은 요엘 펠트만(Joël Veltman)입니다.
브라이튼의 38번,브라이튼의 38번은 톰 맥길(Tom McGill)입니다.
브라이튼의 38번은 누구야,브라이튼의 38번은 톰 맥길(Tom McGill)입니다.
브라이튼의 40번,브라이튼의 40번은 파쿤도 부오나노테(Facundo Buonanotte)입니다.
브라이튼의 40번은 누구야,브라이튼의 40번은 파쿤도 부오나노테(Facundo Buonanotte)입니다.
브라이튼의 41번,브라이튼의 41번은 잭 힌셜우드(Jack Hinshelwood)입니다.
브라이튼의 41번은 누구야,브라이튼의 41번은 잭 힌셜우드(Jack Hinshelwood)입니다.
브라이튼 유명한 선수,"Alan Mullery: 1960년대 후반에서 1970년대 초반에 브라이튼에서 활약한 중앙 미드필더로, 클럽에서 주장을 맡기도 했고, 영국 대표팀에서도 출전한 경험이 있습니다.

Peter Ward: 1970년대 후반에서 1980년대 초반까지 브라이튼에서 뛰었던 공격수로, 클럽 역사상 가장 뛰어난 공격수 중 한 명으로 평가받습니다.

Gordon Smith: 1960년대 후반부터 1970년대 초반까지 브라이튼에서 활약한 스코틀랜드 출신의 공격수로, FA컵 결승에서 결정적인 역할을 한 인물로 기억됩니다."
브라이튼의 유명한 선수 누가 있어?,"미토마(Mitoma) - 미토마는 2020년에 일본의 요코하마 F. 마린스에서 브라이튼으로 이적하였으며, 그의 미래가 기대되는 유망주로 평가받고 있습니다. 그는 빠른 스피드와 기술적인 능력으로 주목받으며, 브라이튼 팬들 사이에서도 큰 인기를 끌고 있습니다.

미토마는 일본 대표팀에서도 활약하며, 브라이튼에서의 성장과 함께 국제적인 축구 무대에서도 그의 능력을 발휘하고 있습니다."
브라이튼는 누가 유명해?,"미토마(Mitoma) - 미토마는 2020년에 일본의 요코하마 F. 마린스에서 브라이튼으로 이적하였으며, 그의 미래가 기대되는 유망주로 평가받고 있습니다. 그는 빠른 스피드와 기술적인 능력으로 주목받으며, 브라이튼 팬들 사이에서도 큰 인기를 끌고 있습니다.

미토마는 일본 대표팀에서도 활약하며, 브라이튼에서의 성장과 함께 국제적인 축구 무대에서도 그의 능력을 발휘하고 있습니다."
브라이튼의 전설의 선수,"브라이튼 앤 호브 알비온의 전설적인 선수로는 Alan Mullery를 꼽을 수 있습니다. 그는 1960년대 후반부터 1970년대 초반까지 브라이튼에서 뛰었던 중앙 미드필더로, 클럽에서 많은 경기를 치렀으며 주장을 맡기도 했습니다. Mullery는 클럽 역사상 가장 중요한 선수 중 한 명으로 평가되며, 그의 뛰어난 리더십과 기술적인 능력으로 유명합니다."
브라이튼의 전설적인 선수,"브라이튼 앤 호브 알비온의 전설적인 선수로는 Alan Mullery를 꼽을 수 있습니다. 그는 1960년대 후반부터 1970년대 초반까지 브라이튼에서 뛰었던 중앙 미드필더로, 클럽에서 많은 경기를 치렀으며 주장을 맡기도 했습니다. Mullery는 클럽 역사상 가장 중요한 선수 중 한 명으로 평가되며, 그의 뛰어난 리더십과 기술적인 능력으로 유명합니다."
브라이튼의 전설적인 선수는 누구야?,"브라이튼 앤 호브 알비온의 전설적인 선수로는 Alan Mullery를 꼽을 수 있습니다. 그는 1960년대 후반부터 1970년대 초반까지 브라이튼에서 뛰었던 중앙 미드필더로, 클럽에서 많은 경기를 치렀으며 주장을 맡기도 했습니다. Mullery는 클럽 역사상 가장 중요한 선수 중 한 명으로 평가되며, 그의 뛰어난 리더십과 기술적인 능력으로 유명합니다."
브라이튼의 UEFA 랭킹은 몇 위야?,브라이튼의 UEFA 랭킹은 80위입니다.
브라이튼 UEFA 랭킹,브라이튼의 UEFA 랭킹은 80위입니다.
브라이튼의 UEFA 랭킹이 어떻게 돼,브라이튼의 UEFA 랭킹은 80위입니다.
브라이튼의 UEFA 랭킹 알려줘,브라이튼의 UEFA 랭킹은 80위입니다.
브라이튼는 세계에서 몇 등이야?,브라이튼의 UEFA 랭킹은 80위입니다.
브라이튼는 EPL에서 몇 번 우승했어?,브라이튼은 잉글리시 프리미어리그(EPL)에서 우승한 적이 없습니다.
브라이튼 EPL 우승횟수,브라이튼은 잉글리시 프리미어리그(EPL)에서 우승한 적이 없습니다.
브라이튼의 EPL 우승 기록 알려줘,브라이튼은 잉글리시 프리미어리그(EPL)에서 우승한 적이 없습니다.
브라이튼의 EPL 우승 기록이 어떻게 돼,브라이튼은 잉글리시 프리미어리그(EPL)에서 우승한 적이 없습니다.
브라이튼는 국내에서 몇 번 우승했어?,브라이튼은 잉글리시 프리미어리그(EPL)에서 우승한 적이 없습니다.
브라이튼 국내 우승횟수,브라이튼은 잉글리시 프리미어리그(EPL)에서 우승한 적이 없습니다.
브라이튼는 FA컵에서 몇 번 우승했어?,브라이튼의 FA컵 우승은 없습니다.
브라이튼 FA컵 우승횟수,브라이튼의 FA컵 우승은 없습니다.
브라이튼의 FA컵 우승 기록 알려줘,브라이튼의 FA컵 우승은 없습니다.
브라이튼는 EFL컵에서 몇 번 우승했어?,브라이튼의 EFL컵 우승은 없습니다.
브라이튼 EFL 우승횟수,브라이튼의 EFL컵 우승은 없습니다.
브라이튼의 EFL 우승 기록 알려줘,브라이튼의 EFL컵 우승은 없습니다.
브라이튼의 EFL 우승 기록이 어떻게 돼,브라이튼의 EFL컵 우승은 없습니다.
브라이튼는 유로파리그에서 몇 번 우승했어?,브라이튼의 유로파리그 우승은 없습니다.
브라이튼 유로파리그 우승횟수,브라이튼의 유로파리그 우승은 없습니다.
브라이튼의 유로파리그 우승 기록 알려줘,브라이튼의 유로파리그 우승은 없습니다.
브라이튼의 유로파리그 우승 기록이 어떻게 돼,브라이튼의 유로파리그 우승은 없습니다.
브라이튼는 챔피언스리그에서 몇 번 우승했어?,브라이튼의 챔피언리그 우승은 없습니다
브라이튼 챔피언스리그 우승횟수,브라이튼의 챔피언리그 우승은 없습니다
브라이튼의 챔피언스리그 우승 기록 알려줘,브라이튼의 챔피언리그 우승은 없습니다
브라이튼의 챔피언스리그 우승 기록이 어떻게 돼,브라이튼의 챔피언리그 우승은 없습니다
브라이튼 역대 베스트 일레븐을 알려줘,"브라이튼 역대 베스트 11입니다.

골키퍼: 고든 스미스(Gordon Smith)
수비수: 브루노 살터(Bruno Saltor), 로이스 덩크(Lewis Dunk), 스티브 포스터(Steve Foster), 토미 쿡(Tommy Cook)
미드필더: 알란 머레이(Alan Mullery), 스티브 시드웰(Steve Sidwell), 빈센트 로드리게스(Vicente Rodríguez), 개리 스티븐스(Gary Stevens)
공격수: 바비 자모라(Bobby Zamora), 피터 워드(Peter Ward)"
브라이튼 역대 베스트 11을 알려줘,"브라이튼 역대 베스트 11입니다.

골키퍼: 고든 스미스(Gordon Smith)
수비수: 브루노 살터(Bruno Saltor), 로이스 덩크(Lewis Dunk), 스티브 포스터(Steve Foster), 토미 쿡(Tommy Cook)
미드필더: 알란 머레이(Alan Mullery), 스티브 시드웰(Steve Sidwell), 빈센트 로드리게스(Vicente Rodríguez), 개리 스티븐스(Gary Stevens)
공격수: 바비 자모라(Bobby Zamora), 피터 워드(Peter Ward)"
브라이튼 베스트 11을 알려줘,"브라이튼 역대 베스트 11입니다.

골키퍼: 고든 스미스(Gordon Smith)
수비수: 브루노 살터(Bruno Saltor), 로이스 덩크(Lewis Dunk), 스티브 포스터(Steve Foster), 토미 쿡(Tommy Cook)
미드필더: 알란 머레이(Alan Mullery), 스티브 시드웰(Steve Sidwell), 빈센트 로드리게스(Vicente Rodríguez), 개리 스티븐스(Gary Stevens)
공격수: 바비 자모라(Bobby Zamora), 피터 워드(Peter Ward)"
브라이튼 베스트 일레븐을 알려줘,"브라이튼 역대 베스트 11입니다.

골키퍼: 고든 스미스(Gordon Smith)
수비수: 브루노 살터(Bruno Saltor), 로이스 덩크(Lewis Dunk), 스티브 포스터(Steve Foster), 토미 쿡(Tommy Cook)
미드필더: 알란 머레이(Alan Mullery), 스티브 시드웰(Steve Sidwell), 빈센트 로드리게스(Vicente Rodríguez), 개리 스티븐스(Gary Stevens)
공격수: 바비 자모라(Bobby Zamora), 피터 워드(Peter Ward)"
브라이튼 역대 감독을 알려줘,"브라이튼 앤 호브 알비온 FC의 역대 감독들 중 일부를 소개해 드리겠습니다. 이는 클럽의 역사적인 감독들 중 일부로, 주요한 기여를 한 인물들입니다:
Fred Stringer: 1919-1920, 1920-1933
클럽 역사상 가장 긴 기간 동안 감독직을 맡았으며, 클럽을 통솔하면서 상위 리그에서의 경쟁력을 유지했습니다.
Alan Mullery: 1976-1981
선수 출신의 감독으로, 브라이튼을 최초로 FA컵 결승에 이끌었고, 상위 리그에서의 경기력을 강화했습니다.
Steve Gritt: 1996-1997
임시 감독이었으며, 클럽을 재건하고 상위 리그에서 경기를 펼칠 수 있도록 지원했습니다.
Gus Poyet: 2009-2013
브라이튼을 잉글랜드 프리미어리그 진출 경쟁의 중요한 부분으로 만들었으며, 클럽의 발전에 기여했습니다.
Chris Hughton: 2014-2019
클럽을 잉글랜드 프리미어리그로 이끌었으며, 그 후 장기 감독의 한 사람으로 간주되었습니다."
브라이튼 역대 감독,"브라이튼 앤 호브 알비온 FC의 역대 감독들 중 일부를 소개해 드리겠습니다. 이는 클럽의 역사적인 감독들 중 일부로, 주요한 기여를 한 인물들입니다:
Fred Stringer: 1919-1920, 1920-1933
클럽 역사상 가장 긴 기간 동안 감독직을 맡았으며, 클럽을 통솔하면서 상위 리그에서의 경쟁력을 유지했습니다.
Alan Mullery: 1976-1981
선수 출신의 감독으로, 브라이튼을 최초로 FA컵 결승에 이끌었고, 상위 리그에서의 경기력을 강화했습니다.
Steve Gritt: 1996-1997
임시 감독이었으며, 클럽을 재건하고 상위 리그에서 경기를 펼칠 수 있도록 지원했습니다.
Gus Poyet: 2009-2013
브라이튼을 잉글랜드 프리미어리그 진출 경쟁의 중요한 부분으로 만들었으며, 클럽의 발전에 기여했습니다.
Chris Hughton: 2014-2019
클럽을 잉글랜드 프리미어리그로 이끌었으며, 그 후 장기 감독의 한 사람으로 간주되었습니다."
브라이튼 감독은 누구였어,"브라이튼 앤 호브 알비온 FC의 역대 감독들 중 일부를 소개해 드리겠습니다. 이는 클럽의 역사적인 감독들 중 일부로, 주요한 기여를 한 인물들입니다:
Fred Stringer: 1919-1920, 1920-1933
클럽 역사상 가장 긴 기간 동안 감독직을 맡았으며, 클럽을 통솔하면서 상위 리그에서의 경쟁력을 유지했습니다.
Alan Mullery: 1976-1981
선수 출신의 감독으로, 브라이튼을 최초로 FA컵 결승에 이끌었고, 상위 리그에서의 경기력을 강화했습니다.
Steve Gritt: 1996-1997
임시 감독이었으며, 클럽을 재건하고 상위 리그에서 경기를 펼칠 수 있도록 지원했습니다.
Gus Poyet: 2009-2013
브라이튼을 잉글랜드 프리미어리그 진출 경쟁의 중요한 부분으로 만들었으며, 클럽의 발전에 기여했습니다.
Chris Hughton: 2014-2019
클럽을 잉글랜드 프리미어리그로 이끌었으며, 그 후 장기 감독의 한 사람으로 간주되었습니다."
브렌트포드의 정식명칭은 뭐야?,브렌트포드의 정식명칭은 Brentford Football Club 입니다.
브렌트포드의 이름이 뭐야?,브렌트포드의 정식명칭은 Brentford Football Club 입니다.
브렌트포드의 영어이름은 뭐야?,브렌트포드의 정식명칭은 Brentford Football Club 입니다.
브렌트포드의 약칭은 뭐야?,브렌트포드의 약칭은 BRE입니다.
브렌트포드를 줄여 말하면,브렌트포드의 약칭은 BRE입니다.
브렌트포드의 별칭은 뭐야?,"브렌트포드의 별칭은 The Bees, The Reds입니다."
브렌트포드의 별명은 뭐야?,"브렌트포드의 별칭은 The Bees, The Reds입니다."
브렌트포드의 창단일은 언제야?,브렌트포드의 창단일은 1889년 10월 10일입니다.
